Nkx2-4,True
Hoxc10,True
Serpina1a,False
Spp2,False
Lhx1,False
Six6,True
3930402G23Rik,False
Xirp1,False
Cox8b,False
Foxn4,False
Fgg,True
Lgals3,False
Gpr22,False
1110002E22Rik,False
Cnmd,False
Myod1,False
Kndc1,False
Nxph4,False
C1qb,False
Krt5,False
Slc35d3,False
Samd3,False
Disp3,False
Slc6a5,False
Adh1,False
Dnajc5b,False
Tlx3,False
T,False
Tunar,False
Kcnf1,False
Diras2,False
Syt6,False
Artn,False
Enkur,False
Cacng6,False
Gm38534,False
Cabp7,False
Prl3b1,False
Gata5os,False
Calb2,False
Gjb5,False
Celrr,False
Ntn5,False
Gabrp,False
Slco2b1,False
Gal,False
Adprhl1,False
Bhlhe23,False
Scrt1,False
Fgf17,True
Habp2,False
Defb42,False
Htr3b,False
Gpr20,False
Hfe,False
Epn3,False
Bmp10,True
Art1,False
Plet1,False
Tmem182,False
Aldh1a3,False
Tinag,False
Hoxd9,False
Neurl3,False
Cartpt,False
Gm28652,False
Emx1,False
Gm48749,False
Gmnc,True
Cckar,False
Prdm13,True
Mall,False
Csn3,False
Krt15,False
Hpx,False
Tarm1,False
Nr0b1,False
Pmaip1,False
Capsl,False
Wnt8b,False
AC157554.3,False
Cebpa,False
Lmod2,False
Gm28653,False
Jaml,False
Nppc,True
Atoh1,True
Baalc,False
4930426D05Rik,False
Pla2g12b,False
Ndufa4l2,False
Lsmem1,False
Dact2,False
Mal,False
Fam81b,False
Calb1,False
Abca8b,False
Dbx2,False
Deup1,False
Tmem151b,False
Plut,False
Sez6l2,False
AC154606.1,False
Fgf5,False
Sost,False
Gpr183,False
Amdhd1,False
B230110G15Rik,True
Bspry,False
Pkd2l1,False
Sstr2,False
Grm2,False
Procr,False
Cldn8,False
Prss22,False
Trim29,False
Sim2,True
Oit3,False
AF529169,False
Wnt11,False
Lhfpl1,False
Gm2061,False
Slc17a6,False
Cldn9,False
Sh2d4a,False
Fezf2,True
Nkx3-1,False
Apcdd1,False
4930469K13Rik,False
Neto1,False
Gm29418,False
Gstt3,False
Slc6a20a,True
Apoc1,False
Ccdc3,False
Sema7a,False
Krt20,False
Vwc2,False
Gm27199,False
Erich3,False
Isl2,False
F5,False
Gm29100,False
Nrn1,False
Fas,False
Bhlhe41,False
Tceal7,False
Tdo2,False
Sst,False
Hspb3,False
Ppp2r2c,False
Dmrt3,True
Hkdc1,False
Rfx6,False
Gm14114,False
5730596B20Rik,False
Aqp1,False
Lims2,False
Sla,False
Hnf4a,False
Gm3764,False
Gfra3,False
Gm34030,False
Gdnf,False
AI849053,True
Elmo3,False
Akr1c13,False
Ndp,False
Paqr9,True
Fam196b,False
Sln,True
Elf3,False
Cdh19,False
Gm44593,False
Dlx6os1,False
Pcsk1n,False
Serpinb9,False
Kremen2,False
Jhy,False
Htr1b,False
Myoz2,False
Lrrc10,True
Gpr37,False
Lgi1,False
Gm16867,False
Myoz1,False
Apoa1,False
Chdh,False
Nkx2-1,True
Gimap1,False
Ell3,False
Trim67,False
Cdh16,False
Tctex1d4,False
Tff3,False
Slitrk2,False
Gm20425,False
Mymk,False
D030045P18Rik,False
Hoxd1,False
A330048O09Rik,False
Klhl35,False
Them6,False
Lad1,False
H2-Q2,False
Chrnb1,False
Tcap,False
Sertm1,False
Ano7,False
Gsx1,True
Hoxb9,False
Smim5,False
Lrrtm1,False
Adgra1,False
Slc47a1,False
Il17re,False
Aldh1a7,False
Gm29260,False
C130080G10Rik,False
Hoxd3os1,False
Ifih1,False
P2rx1,False
Vgll2,True
Tmem30b,False
Dlx1,False
Hes3,False
Foxe1,True
Cryge,False
Enpep,False
Esm1,False
Gipr,False
Halr1,False
Dusp26,False
Redrum,False
Lama3,False
Hnf1b,False
Kcnmb1,False
Cabp1,False
Ptprn,False
Pax8,True
Sept4,False
Flrt1,False
Pnoc,False
Myh7b,False
Gm14582,False
Bace2,False
Tmprss2,False
Arhgap36,False
Cav3,True
Gm16341,False
Scrt2,False
Lin7a,False
Disp2,False
AI314278,False
Usp51,False
Vwa5b1,False
Slc14a1,False
Ldoc1,False
1700003F12Rik,False
Fam20a,False
Lmod3,False
Gm13889,False
F2rl3,False
Stab2,False
Gfra2,False
Kcnq2,False
Sp9,False
Mal2,False
Abra,True
Treml1,False
Hoxa4,False
Gjb3,False
AC165271.1,False
Ephx2,False
Chrna1,False
Shisa9,False
Hpn,False
Pou4f1,False
Col8a1,False
Kcne1,False
Gdpd2,False
Gm27032,False
Nacad,False
Gjb2,False
Prss35,True
Gp1ba,False
4631405K08Rik,False
Trp73,False
Mgp,True
Tmem54,False
Lhx4,False
Dapl1,True
Igsf1,False
Il1r1,False
AC119264.1,False
Neurl1b,False
Tlr4,False
6030498E09Rik,False
Gtsf1,False
Tesc,False
Wt1os,False
Elmod1,False
Abca9,False
Colec10,True
Pkp1,False
Htra1,False
Map3k8,False
Dlx6,True
Foxl1,False
D930007P13Rik,False
Il17b,False
Hoxa7,True
Fermt1,False
Col9a2,False
Gm16277,False
Pax2,False
Epha8,False
Grem2,False
Stk32a,False
Gm16933,False
F2rl2,False
Gm38604,False
Wif1,False
Gm17455,False
Gm32051,False
Serpinb6b,False
Kcne3,False
Chgb,False
Insc,False
Hoxd8,False
Sema3g,False
Klhdc8a,False
Ttc9b,False
Pkp3,False
Saa2,True
Rgs18,False
Emx2os,True
Fmo1,False
Gm11525,False
3425401B19Rik,False
Gm15222,False
Itga2,False
Tle6,False
Rab25,False
Hic1,False
Scn5a,False
1700011H14Rik,False
Lhx6,False
Cldn10,True
Fhdc1,False
Skor2,False
Cdc20b,False
Nwd2,False
Tspan8,False
Kcnc2,False
Chrm2,False
Igsf5,False
Tfap2e,False
Nkx2-3,True
Grhl1,False
Barhl1,True
Celsr3,False
Mlc1,False
C130073E24Rik,False
Fgd2,False
Tnni2,False
Sardh,False
3110082J24Rik,False
Rapsn,False
Cyp2s1,False
Chrnb4,False
Stk33,False
Gm48898,True
