Hsp90ab1,False
Rpl30,False
Eef1a1,False
Serbp1,False
Rps14,False
Hnrnpu,False
Rps9,False
Npm1,False
mt-Nd1,False
Tubb5,False
Tlcd1,False
Gm2000,False
Rps5,False
Trim30a,False
Ywhae,False
Tlk1,False
Rps2,False
Eif5a,False
Rpl11,False
Rpl5,False
Rpl3,False
Slc25a3,False
Rpl27,False
Rps19,False
Rpl37,False
Rps12,False
Rps15a,False
Rpsa,False
Rrm2b,False
Rpl17,False
Rack1,False
Nap1l1,False
Fgfr2,False
Rpl14,False
Rps7,False
Gm20388,False
Rps3,False
Ptma,False
Pde6a,False
Rps20,False
Prdx2,False
Snrpe,False
Rps17,False
Rpl12,False
Pabpc1,False
Sem1,False
Rpl36a,False
Rplp1,False
Snrpg,False
Hnrnpa2b1,False
Nedd4,False
Rplp2,False
Rpl9,False
Rps27,False
Ybx1,False
Rpl37a,False
Gm42418,False
Rpl39,False
Dynll1,False
Pcbp2,False
Rpl26,False
Rps15,False
Adgrd1,False
Rps27a,False
Rpl8,False
Tmsb4x,False
Rps8,False
Atp5a1,False
Rps13,False
Tuba1b,False
Gm26825,False
Rpl27-ps3,False
Mif,False
1700007G11Rik,False
Rplp0,False
Cox7c,False
Rpl31,False
Rps21,False
Gnas,False
Rpl32,False
Rpl41,False
H3f3b,False
mt-Nd4,False
Rpl18,False
Rpl13a,False
Rps4x,False
Ran,False
Prdx1,False
Rps26,False
Hmgn1,False
Ubb,False
Hspa8,False
Ryr3,False
Eif4g2,False
Eef1b2,False
Nme2,False
Lrba,False
2010107E04Rik,False
Eef2,False
Rpl7,False
Gm26634,False
Rpl23,False
mt-Cytb,False
Atp5b,False
Ldha,False
Rpl22,False
Ddx5,False
Cdk4,False
Rpl10-ps3,False
Nup210l,False
Rps28,False
Mettl23,False
Cox4i1,False
Rpl13,False
Rps18,False
Cox6c,False
Cox6b1,False
Rps3a1,False
Hnrnpk,False
Rps11,False
Rpl38,False
Ndufa4,False
Nudcd3,False
Slc25a5,False
Tpt1,False
Tmcc1,False
Rps29,False
Phykpl,False
Rps24,False
Atp5g3,False
Rps23,False
Rpl18a,False
Rps25,False
Pkm,False
Actb,False
Naaladl2,False
Eif4a1,False
mt-Nd6,False
Wdr89,False
Rpl7a,False
Atp5e,False
Atp5f1,False
mt-Nd2,False
Hint1,False
Mapkap1,False
Rpl9-ps6,False
Rps27rt,False
Fth1,False
Marcks,False
Uso1,False
Cct5,False
Psma6,False
Rpl21,False
Ube2c,False
Pdss2,False
Tuba1a,False
Gm10073,False
Set,False
Chchd2,False
Vcp,False
Rpl4,False
Rps27l,False
Ddx39b,False
Eef1g,False
Sub1,False
Rpl34,False
Mest,False
Gm15976,False
Rpl35a,False
Cfl1,False
Reps2,False
Atp5j,False
Rimklb,False
Psmb4,False
Hspd1,False
Ppp1ca,False
Gm10076,False
Ndufa2,False
Cct2,False
Rpl22l1,False
